customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
4353,Christopher Walter,rebecca73@example.org,Mali,2023-08-09,Standard,207.98
4354,Holly Young,swansonerin@example.net,Colombia,2020-05-16,Premium,8817.1
4355,Marilyn Flores,jasmine05@example.org,Suriname,2023-06-15,Basic,646.96
4356,Scott Rios,amendoza@example.net,Moldova,2020-10-11,Standard,2706.96
4357,Patricia Evans,donna99@example.com,Congo,2020-09-18,Basic,131.57
4358,Joy Wagner,emartinez@example.org,Mayotte,2021-06-18,Standard,1287.87
4359,Robin Barr,charles48@example.com,Saint Vincent and the Grenadines,2023-03-24,Standard,1259.48
4360,Paul Martin,brandi51@example.org,Svalbard & Jan Mayen Islands,2024-05-29,Basic,86.67
4361,Chelsea Johnson,cheryl54@example.org,Mozambique,2024-02-24,Standard,1549.06
4362,Matthew Gomez,,Guam,2024-12-03,Standard,1092.88
4363,David Valencia,wperez@example.com,Saint Martin,2022-01-12,Standard,2789.47
4364,Terri Rogers,kingtravis@example.com,Turks and Caicos Islands,2024-06-20,Basic,397.44
4365,Brenda Young,robertpark@example.net,Solomon Islands,2022-06-13,Basic,386.11
4366,Sheena Rosario,nicolemckenzie@example.org,Cuba,2021-07-14,Premium,3679.59
4367,Kimberly Taylor,alexanderolivia@example.net,Suriname,2021-09-29,Standard,765.35
4368,Molly Christensen,shirley47@example.net,Pitcairn Islands,2022-05-23,Standard,1904.39
4369,Erica Taylor,jonesevan@example.net,Ghana,2021-05-23,Premium,14556.7
4370,Jenny Todd,nvance@example.org,Benin,2023-10-20,Standard,2543.45
4371,Ryan Harris,hurstwendy@example.net,Iraq,2022-06-14,Standard,713.42
4372,David Velasquez,kimberly94@example.net,Switzerland,2020-06-06,Premium,8209.53
4373,David Reilly,hicksandrew@example.net,Israel,2023-12-06,Standard,141.66
4374,Trevor Espinoza,hardindavid@example.net,Cape Verde,2021-04-15,Premium,11444.47
4375,Michael Johnson,westdennis@example.com,Jamaica,2020-01-24,Standard,291.69
4376,Mark Ruiz,omay@example.org,Colombia,2021-10-15,Premium,7878.13
4377,Diane Obrien,aatkins@example.org,Papua New Guinea,2021-09-10,Basic,542.83
4378,Alex Lopez,elizabeth43@example.net,Costa Rica,2024-11-20,Premium,2802.11
4379,Carl Williams,carl00@example.com,Tajikistan,2020-03-23,Basic,721.38
4380,Austin Fuller,gonzalezjimmy@example.com,Grenada,2022-07-28,Premium,1286.53
4381,Jordan Turner,lekathleen@example.org,Poland,2023-02-18,Standard,2191.69
4382,Meghan Carlson,rodney72@example.net,Belize,2023-03-11,Standard,2141.63
4383,Robert Jones MD,despinoza@example.com,Jamaica,2022-06-07,Standard,2731.11
4384,Jeffrey Watson,robinsontimothy@example.net,Belarus,2020-10-01,Standard,1034.59
4385,Daniel Herrera,christinaday@example.org,Armenia,2021-06-19,Basic,66.58
4386,John Williams,daryl45@example.com,Saint Vincent and the Grenadines,2020-04-04,Basic,366.06
4387,Tanya Stokes,brewerkristy@example.net,Czech Republic,2021-10-16,Standard,2360.7
4388,Joshua Roach,jimenezterri@example.net,Iraq,2020-03-14,Premium,13054.44
4389,Monica Williams,baileytodd@example.com,Malawi,2021-10-20,Basic,648.01
4390,Corey Carroll,john62@example.org,Guyana,2020-01-25,Standard,2945.5
4391,Samantha Burke,brandywest@example.net,Mongolia,2023-12-12,Standard,2202.41
4392,Andre Jenkins,melanie70@example.org,Austria,2020-02-25,Basic,799.28
4393,Tracey Jones,mcdanielmichael@example.net,Pakistan,2020-10-30,Standard,1565.54
4394,George Robinson,joseph07@example.net,Russian Federation,2023-12-27,Standard,2665.99
4395,Jennifer Mcdonald,dawnmerritt@example.org,South Georgia and the South Sandwich Islands,2023-09-03,Standard,948.11
4396,Tim Yang,rchan@example.net,Algeria,2023-07-17,Standard,750.53
4397,Alison Avila,troy11@example.org,French Polynesia,2022-01-27,Premium,5908.36
4398,Michael Richardson,amedina@example.com,Bhutan,2022-07-25,Basic,263.57
4399,,andrea67@example.org,Mali,2024-12-11,Premium,12756.65
4400,Trevor Hernandez,smartinez@example.com,Swaziland,2020-11-21,Basic,564.01
4401,Kathleen Dominguez,hharrison@example.org,British Indian Ocean Territory (Chagos Archipelago),2023-03-27,Basic,190.13
4402,Julie Smith,ericford@example.org,Puerto Rico,2021-08-28,Basic,102.51
4403,Edward Floyd,forddennis@example.com,Palestinian Territory,2023-06-22,Premium,9569.43
4404,Joseph Braun,qsandoval@example.net,Sudan,2020-07-24,Standard,415.57
4405,Amy Lewis,greensusan@example.net,Bolivia,2020-12-08,Standard,909.49
4406,Jessica Larson,joseskinner@example.org,Finland,2024-10-20,Standard,174.83
4407,Douglas Rose,,Bermuda,2021-01-06,Basic,294.07
4408,Patricia Roberts,johncervantes@example.com,Portugal,2024-04-11,Standard,1094.6
4409,Jacob Hicks,martinmichael@example.org,Ukraine,2021-11-30,Basic,528.34
4410,Amy Sanchez,rebeccastevens@example.org,Saint Lucia,2020-08-04,Premium,5702.5
4411,Heather James,yphillips@example.net,Greenland,2021-05-19,Standard,1928.79
4412,Charles Davis,jamiejones@example.com,Eritrea,2024-02-12,Premium,13258.73
4413,Austin Vargas,bowmananthony@example.org,Liechtenstein,2027-01-01,Basic,623.42
4414,Omar Banks,brianjohnson@example.org,Christmas Island,2023-02-11,Premium,10599.82
4415,Michael Baker,cmueller@example.net,Yemen,2021-01-16,Standard,2097.15
4416,Paul Velasquez,elizabeth56@example.org,British Virgin Islands,2022-04-25,Basic,530.89
4417,Ashley Jennings,joseph26@example.net,Belize,2021-09-26,Standard,2126.05
4418,Sarah Rivera,samuelschroeder@example.com,Mauritania,2020-01-13,Premium,4301.31
4419,Jennifer Martinez,brian14@example.net,Mozambique,2023-08-02,Premium,2114.32
4420,Mary Ponce,laurenanderson@example.com,Moldova,2022-09-16,Standard,166.77
4421,David Bailey,steelestacy@example.net,Venezuela,2023-08-01,Standard,558.76
4422,Sherri Jackson,rogerssara@example.com,Germany,2020-01-28,Premium,788.44
4423,Jonathan Wade,willisnicole@example.net,Swaziland,2023-02-24,Standard,1721.6
4424,Daniel Green,rhonda52@example.com,Romania,2020-08-29,Standard,1260.79
4425,Katherine Olson,kimberly49@example.com,Estonia,2020-09-13,Standard,2445.21
4426,Danielle Torres,lindsay06@example.org,Hungary,2024-11-26,Standard,525.65
4427,Shelly Bradshaw,bevans@example.org,Saint Vincent and the Grenadines,2021-03-05,Premium,6749.08
4428,Helen Diaz,tylerwheeler@example.net,Guinea,2022-01-31,Premium,5750.69
4429,Sharon Delgado,gsmith@example.org,British Virgin Islands,2021-03-02,Standard,2042.64
4430,Ryan Johnson,micheleking@example.com,Saint Martin,2022-06-24,Premium,9792.9
4431,Jeffrey Davis,nbrown@example.org,Cambodia,2021-11-29,Standard,2144.63
4432,Natalie Harrison,zelliott@example.org,Guyana,2021-10-14,Basic,231.59
4433,Stephanie Garcia,hphillips@example.net,India,2024-01-23,Basic,771.5
4434,Claudia Watson,karagood@example.net,French Southern Territories,2024-03-06,Standard,954.74
4435,Mark Romero,stacie27@example.net,Montserrat,2023-06-22,Standard,2458.93
4436,Michael Sanchez,hartmanvictor@example.com,Montenegro,2023-12-04,Standard,1523.21
4437,Dennis House,cassandra59@example.com,Tajikistan,2024-04-23,Basic,628.95
4438,Jonathon Wilson,uhardy@example.org,Lithuania,2020-06-09,Standard,1281.69
4439,Donna Luna,scottrodriguez@example.org,Bulgaria,2022-08-02,Standard,1917.29
4440,Tara Ramirez,martincarol@example.org,India,2021-01-15,Standard,1367.12
4441,Suzanne Alvarez,murraysamantha@example.com,Russian Federation,2020-07-23,Premium,14763.28
4442,Melvin Good,jessica65@example.net,Haiti,2020-06-08,Standard,809.52
4443,Christopher Gray,kruegertammie@example.com,Albania,2023-06-03,Basic,533.83
4444,Michelle Ballard,benjaminhampton@example.com,Philippines,2022-07-22,Basic,92.07
4445,Laurie Jackson,scottvelazquez@example.com,Liechtenstein,2022-04-28,Premium,9900.19
4446,Mr. Daniel Clark,jay37@example.org,Saint Martin,2023-09-12,Standard,1531.88
4447,Michelle Meyer,cathycarrillo@example.net,Colombia,2023-07-26,Standard,2868.91
4448,Tyler Wilson,tayloraaron@example.com,Saudi Arabia,2022-08-23,Standard,2741.6
4449,David Shannon,stephanie86@example.net,Papua New Guinea,2023-08-16,Standard,1169.38
4450,Valerie House,jay71@example.com,United Kingdom,2020-07-23,Premium,7993.19
4451,David Montes,hunter89@example.net,Congo,2021-04-16,Basic,653.25
4452,Jesse Johnson,brett93@example.org,Lao People's Democratic Republic,2024-08-07,Basic,309.19
4453,Ronald Perez,cherylzhang@example.com,Wallis and Futuna,2020-03-19,Standard,1196.66
4454,Eric Morgan,gabriellechavez@example.com,New Caledonia,2024-06-07,Standard,886.46
4455,Stephanie Johnson,robertmoran@example.org,New Caledonia,2020-09-06,Standard,1132.12
4456,Chris Johnson,kmiller@example.org,Mali,2023-01-19,Standard,1904.98
4457,Nicole Ramirez,johnferrell@example.net,Gibraltar,2020-01-21,Premium,12038.65
4458,Patricia Anderson,charlesmurphy@example.net,United States of America,2022-01-18,Standard,2867.5
4459,Loretta Griffith,danny57@example.net,Antarctica (the territory South of 60 deg S),2020-04-22,Premium,7895.15
4460,Craig Fuentes,bauermichelle@example.net,Finland,2021-05-08,Basic,579.55
4461,Julie Smith,david30@example.org,Kenya,2023-07-14,Standard,2408.13
4462,Kimberly Snyder,zachary75@example.com,Pitcairn Islands,2020-10-16,Standard,1790.62
4463,Tiffany Smith,bailey14@example.com,Aruba,2020-06-10,Standard,2617.87
4464,Ronald Kim,peterhowell@example.net,India,2020-09-30,Basic,341.36
4465,Christopher Patterson,dan14@example.net,Burkina Faso,2022-12-08,Premium,3333.25
4466,Ricky Ellison,kathy50@example.net,Zimbabwe,2020-11-18,Premium,11889.84
4467,Susan Thomas,qmcdowell@example.net,Congo,2020-04-03,Premium,5984.62
4468,Lisa Harris,daniel67@example.com,Antigua and Barbuda,2024-09-05,Standard,328.6
4469,Steven Castro,velliott@example.net,Ukraine,2024-09-06,Basic,523.58
4470,Heather Edwards,christine10@example.com,Oman,2020-07-03,Standard,1175.18
4471,Jessica Davidson,froberts@example.net,Kiribati,2024-06-24,Basic,269.64
4472,Marissa Cole,jay70@example.org,Cayman Islands,2022-02-17,Standard,1450.06
4473,Daniel Bridges,saragreen@example.org,Vietnam,2022-05-24,Standard,1669.3
4474,Adrian Alexander,,Guatemala,2023-03-21,Premium,2881.5
4475,Jordan West,lhartman@example.com,United Arab Emirates,2024-12-22,Standard,1435.78
4476,Leah Sherman,elizabethfry@example.org,Latvia,2022-06-16,Standard,1682.64
4477,Tracey Parsons,thomaspedro@example.com,Colombia,2024-10-30,Standard,545.23
4478,Brittany Wright MD,stephen89@example.com,Solomon Islands,2020-07-21,Standard,1637.71
4479,Holly Thomas,hunter66@example.org,Albania,2024-08-13,Basic,503.23
4480,Rachel Dickerson,sabrina83@example.com,Palau,2021-05-18,Basic,298.2
4481,Melissa Harris,racheladams@example.org,Swaziland,2021-07-27,Standard,2003.54
4482,Gina Lopez,ryan84@example.net,Tuvalu,2021-02-07,Standard,1242.33
4483,Yolanda Wallace,bvelasquez@example.net,Luxembourg,2021-05-28,Basic,647.05
4484,Jessica Johnson,monicajohnson@example.org,Slovenia,2020-10-14,Standard,1352.1
4485,Kevin Blair,sbraun@example.org,Iceland,2023-03-30,Basic,154.72
4486,Angela Chandler,sallen@example.com,Jordan,2024-07-29,Standard,2641.42
4487,Bobby Howard,zzimmerman@example.com,Syrian Arab Republic,2023-03-02,Basic,83.13
4488,Frederick Compton,hpatterson@example.org,French Guiana,2024-01-30,Premium,8209.38
4489,Misty Parker,george85@example.org,Niue,2021-06-04,Standard,1536.9
4490,Brian Gross,nthompson@example.net,Eritrea,2023-04-09,Standard,1231.76
4491,Carolyn Schultz,jamierobinson@example.net,Syrian Arab Republic,2023-01-27,Standard,2132.38
4492,Stephanie Montoya,davidhart@example.org,American Samoa,2024-09-20,Basic,772.7
4493,Rodney Lewis,dorothysmith@example.net,Faroe Islands,2024-12-29,Basic,653.71
4494,Deanna Norman,ychavez@example.com,Barbados,2024-03-26,Premium,11021.67
4495,Ronald Adams,ysantos@example.com,Albania,2023-03-12,Standard,2671.9
4496,Jason Chapman,barbaramcclain@example.com,Poland,2023-03-26,Standard,1878.89
4497,Emily Alexander,yvasquez@example.net,Yemen,2023-09-17,Standard,1789.43
4498,Robert Randolph,yball@example.com,Tokelau,2020-05-17,Standard,398.22
4499,William Williams,brendacollins@example.com,Vanuatu,2021-03-02,Basic,517.34
4500,John Brown,lmoreno@example.net,Macao,2024-09-30,Basic,444.52
4501,Charles Ward DDS,garrettjordan@example.net,Reunion,2022-09-25,Premium,7978.62
4502,Melissa Perry,brookeherrera@example.net,Djibouti,2020-12-27,Standard,1093.34
4503,Jessica Jennings,brownlauren@example.org,Gambia,2023-11-03,Standard,1852.79
4504,Tyler Harris,sanchezlauren@example.org,Equatorial Guinea,2023-05-18,Standard,1547.99
4505,Cory Stephens,zoehoover@example.org,Dominican Republic,2022-10-23,Premium,8123.28
4506,Stephanie Rodriguez,owenwilliam@example.net,Angola,2021-04-06,Standard,1438.92
4507,David Schmidt,alexandra55@example.org,Qatar,2024-07-04,Standard,2693.58
4508,Christian Long,charles36@example.net,Kuwait,2024-04-04,Premium,11509.11
4509,Hannah Zimmerman,loganpineda@example.net,Turkmenistan,2020-09-21,Basic,30.47
4510,Marie Bryant,douglasmark@example.com,Zimbabwe,2021-08-06,Standard,2783.47
4511,Luke Mcpherson,dianeharris@example.net,Rwanda,2020-07-11,Standard,468.36
4512,Heather Mcclure,ebeck@example.com,Palau,2024-12-17,Standard,2088.29
4513,Brenda Blackburn,smckee@example.org,Netherlands Antilles,2024-09-06,Basic,118.82
4514,Lauren Rodriguez,banderson@example.net,Gambia,2022-02-15,Premium,14972.47
4515,Jennifer Rush,phillipmcclure@example.net,Finland,2022-12-26,Premium,14747.83
4516,Joseph Cox,washingtonbrittany@example.org,Jordan,2024-09-01,Standard,517.3
4517,Dr. Larry Downs,hessadam@example.net,Venezuela,2021-10-24,Standard,2697.75
4518,Kathleen Jones,frazierwendy@example.com,Togo,2022-06-17,Standard,2057.96
4519,Megan Martinez,lopezstephanie@example.com,Cayman Islands,2024-08-07,Basic,413.36
4520,Carl Parsons,dana90@example.net,Falkland Islands (Malvinas),2022-03-05,Standard,211.94
4521,Monique Reyes,lisa46@example.net,Cocos (Keeling) Islands,2021-10-19,Premium,12965.87
4522,Brandon Rogers,yrobinson@example.org,Netherlands,2023-01-22,Standard,108.1
4523,Michael Johnson,keithdennis@example.com,Brunei Darussalam,2020-01-23,Basic,414.39
4524,Michael Davis,alexis07@example.com,Germany,2020-10-19,Basic,448.77
4525,Linda Rose,cameron42@example.org,Cambodia,2022-06-22,Basic,22.35
4526,Kendra Lopez,brandon45@example.org,Senegal,2021-09-19,Standard,2256.44
4527,Lindsay Mclaughlin,shellyrobertson@example.net,Northern Mariana Islands,2021-03-14,Basic,515.66
4528,Krystal Moody,taylorjoseph@example.com,Vanuatu,2021-03-19,Standard,1721.53
4529,,mcdonaldcole@example.net,China,2020-03-08,Standard,1811.84
4530,Gary Norris,katherineburns@example.net,Norway,2022-02-26,Standard,2115.61
4531,Jeffrey Cooper,csanders@example.org,Kenya,2024-07-01,Basic,446.02
4532,Travis Morgan,angela14@example.com,Wallis and Futuna,2022-11-11,Standard,1364.63
4533,Terry Sullivan,morganfrances@example.net,Cuba,2020-11-04,Standard,1523.8
4534,Laura Berg,harold02@example.org,Guatemala,2022-02-24,Standard,1411.03
4535,Martin Clark,maria33@example.net,Australia,2023-09-11,Standard,710.07
4536,John Bond,jasonwilkerson@example.net,Bangladesh,2022-03-13,Premium,11010.15
4537,Lindsey Munoz,walkersamantha@example.net,Netherlands Antilles,2024-06-11,Standard,2735.26
4538,William Reed,ashleycobb@example.com,Kyrgyz Republic,2020-08-30,Basic,499.88
4539,Anita Roberts,christopherstevenson@example.com,Wallis and Futuna,2022-12-07,Premium,10055.48
4540,Victoria Johnson,ugates@example.net,Greece,2020-03-30,Standard,1148.39
4541,Amber Love,jake43@example.com,Ethiopia,2022-12-05,Premium,14073.09
4542,Daniel Martin,qchapman@example.org,Cayman Islands,2024-08-25,Premium,12765.96
4543,Veronica Zimmerman,fordedward@example.com,Indonesia,2020-03-28,Basic,735.34
4544,Cynthia Moore,boonewilliam@example.com,Uruguay,2022-11-03,Standard,1984.44
4545,Mary Rodriguez,jacobchristensen@example.org,Armenia,2020-02-20,Standard,564.15
4546,Kevin Lam,ebrewer@example.com,Turks and Caicos Islands,2024-05-17,Standard,2722.12
4547,James Arnold,mendozaangela@example.com,Kyrgyz Republic,2022-06-26,Basic,242.62
4548,Daisy Hill,olittle@example.org,Rwanda,2023-04-23,Standard,2993.66
4549,James Wong,cookkaitlyn@example.net,Cook Islands,2024-09-02,Basic,726.73
4550,John Simpson,teresa18@example.com,Botswana,2023-06-08,Standard,116.2
4551,Sarah Porter,khoward@example.com,United States Minor Outlying Islands,2021-09-10,Premium,10831.72
4552,Erin Jenkins,floyddanielle@example.org,Romania,2022-10-06,Standard,139.84
4553,Patrick Hernandez,hdoyle@example.com,Northern Mariana Islands,2020-10-29,Premium,9946
4554,Adam Moore,,Guinea,2023-10-25,Standard,896.8
4555,Kevin Richardson,shawnanderson@example.com,Indonesia,2021-07-16,Standard,479.61
4556,Don Mitchell,dparker@example.org,Niger,2023-06-12,Basic,659.23
4557,Amber Jones,lmoore@example.net,Cambodia,2022-12-30,Basic,388.38
4558,Manuel Gonzalez,larrywerner@example.org,New Caledonia,2024-05-01,Basic,405.95
4559,Lawrence Wood,moranemily@example.com,Montenegro,2020-09-03,Premium,5507.34
4560,Casey Green,rtrujillo@example.net,Papua New Guinea,2022-01-04,Basic,698.32
4561,Erin Morrison,nryan@example.net,Palestinian Territory,2022-03-06,Basic,322.28
4562,Jonathan Ellis,williamstiffany@example.net,Cape Verde,2021-07-11,Standard,969.76
4563,James Hooper,slawson@example.net,Cyprus,2022-05-09,Standard,2461.23
4564,Michael Smith,jason68@example.org,Turkey,2023-04-14,Basic,131.47
4565,Heather Daniel,matthew25@example.net,Japan,2023-05-10,Premium,2009.56
4566,John Lopez,jcunningham@example.org,Sri Lanka,2021-04-10,Standard,564.53
4567,Brenda West,tonychen@example.com,Saint Barthelemy,2021-11-26,Basic,620.7
4568,Jennifer Fernandez,thomasbrown@example.net,Faroe Islands,2022-01-13,Premium,8353.46
4569,Corey Powers,jonking@example.com,Israel,2020-11-21,Standard,1912.75
4570,Angel Garcia,carol61@example.net,Australia,2020-04-07,Standard,2406.38
4571,Dr. Jennifer Shaw,vtodd@example.net,Qatar,2024-01-02,Standard,810.54
4572,Kaitlin Whitney,josephking@example.com,Tuvalu,2021-12-19,Basic,611.15
4573,David Mcconnell,christopher69@example.net,Gibraltar,2022-07-16,Premium,12326.07
4574,Brandon Contreras,brandon88@example.org,Qatar,2020-02-13,Standard,2432.35
4575,Sheila Stephens,martinezbeth@example.org,Ethiopia,2023-03-14,Basic,71.58
4576,Kevin Ballard,troysnyder@example.org,Norfolk Island,2024-06-10,Premium,2062.5
4577,Kristen Smith,ernestmarsh@example.org,Hungary,2021-04-17,Basic,380.21
4578,Jonathan Richardson,smitheric@example.net,Bolivia,2024-05-13,Premium,6188.91
4579,Daniel Hebert,lisafoster@example.net,Cuba,2021-03-18,Standard,269.89
4580,Doris Smith,christopherwashington@example.org,Ecuador,2022-11-13,Premium,9833.88
4581,Kurt Simmons,austinrodriguez@example.net,Guernsey,2023-05-03,Standard,2059.59
4582,Stephanie Fry,alvaradostephen@example.net,Ghana,2024-09-22,Basic,371.63
4583,Kenneth Norris,lyonshannah@example.net,Mozambique,2022-03-04,Basic,550.81
4584,Nicole Miller,vbennett@example.org,Swaziland,2024-10-21,Basic,45.57
4585,Teresa Horn,jonathanrobinson@example.net,United States of America,2024-09-05,Standard,273.12
4586,Ashley Gentry,justin74@example.com,Niger,2023-05-09,Basic,245.78
4587,John Sims,esmith@example.org,Martinique,2020-02-01,Standard,725.29
4588,Susan Anthony,callahanamy@example.net,Cook Islands,2023-01-29,Basic,30.55
4589,Micheal May,maryjackson@example.com,Papua New Guinea,2023-10-06,Standard,928.99
4590,Allison Callahan,gregorywolfe@example.net,Djibouti,2023-02-03,Basic,426.37
4591,Noah Bell,xcruz@example.org,Palau,2024-06-14,Standard,2090.64
4592,Stacey Davis,garciatanner@example.com,Saint Kitts and Nevis,2021-04-22,Standard,2697.53
4593,Joseph Whitehead,garyhughes@example.net,Anguilla,2024-12-17,Basic,629.05
4594,Peter Morales,rodriguezryan@example.com,South Africa,2020-06-07,Standard,552.68
4595,Kimberly Doyle,whitecody@example.org,Madagascar,2024-08-03,Standard,1136.36
4596,David Jackson,bhall@example.org,Chile,2021-08-24,Basic,165.05
4597,Kenneth Miller,jason04@example.net,American Samoa,2022-09-18,Standard,2328.61
4598,Craig Franklin,kimberly05@example.org,Kiribati,2020-05-17,Premium,12007.6
4599,Francisco Rose,frank46@example.com,Kiribati,2023-09-09,Standard,2810.35
4600,Richard Gordon,fhayes@example.org,Saint Martin,2024-12-26,Standard,1360.46
4601,Matthew Perez,santosphilip@example.net,French Polynesia,2020-09-04,Standard,131.03
4602,Gina Hicks,mark01@example.com,United Kingdom,2020-08-31,Basic,425.21
4603,Christopher Davidson,usanchez@example.org,Mexico,2022-10-25,Basic,214.32
4604,Alexander Bradford,davidward@example.org,Sao Tome and Principe,2024-04-21,Standard,676.93
4605,Ronald Scott,ywoodard@example.net,Antarctica (the territory South of 60 deg S),2021-02-14,Standard,2691.25
4606,Luke Williams,whiteblake@example.com,Bahrain,2022-03-12,Standard,1409.85
4607,John Reeves,melissa71@example.net,Benin,2023-04-15,Basic,370.02
4608,Michael Nelson,sheila79@example.com,United States Minor Outlying Islands,2023-08-13,Standard,1181.58
4609,Jennifer Lee,martinstephanie@example.com,Switzerland,2022-05-14,Premium,11641.81
4610,Oscar Munoz,cynthia81@example.org,Mauritius,2022-03-16,Basic,603.52
4611,Ms. Laura Sloan,sheastacy@example.com,Swaziland,2024-09-01,Basic,214.09
4612,Melissa Porter,amarshall@example.org,Myanmar,2022-02-27,Standard,503.47
4613,Beverly Cunningham,davisbenjamin@example.org,Somalia,2022-09-26,Standard,428.45
4614,Jay Rivera,dberg@example.org,Bulgaria,2020-01-03,Standard,577.5
4615,Mary Peters,jane53@example.com,Korea,2022-09-10,Standard,2471.96
4616,Carla Stevens,marcuslopez@example.org,Bahamas,2023-06-14,Standard,2237.14
4617,Heather Chapman,amandawarren@example.net,Lebanon,2022-08-25,Premium,14917.65
4618,Heather Shaw,tiffanybernard@example.net,New Caledonia,2023-08-14,Standard,2891.53
4619,Cheryl Fuller,jackie02@example.net,United Arab Emirates,2023-07-05,Standard,520.79
4620,Steven Salazar,mwade@example.net,New Caledonia,2021-05-06,Standard,544.56
4621,Elizabeth Cruz,joseph73@example.net,Moldova,2023-12-04,Standard,396.81
4622,Nathan Long,david39@example.org,Micronesia,2024-06-24,Basic,272.12
4623,Jennifer Gibson,kristinamoore@example.org,Grenada,2020-07-30,Standard,1879.01
4624,Sharon Rivas,patty62@example.org,Timor-Leste,2022-08-26,Basic,476.59
4625,Jeff Sanchez,wilsonhayley@example.org,Bermuda,2024-07-25,Premium,8789.55
4626,Michael Scott,gregory63@example.com,Chile,2023-12-07,Standard,2568.03
4627,Kelsey Barnes,jamesstevens@example.com,Falkland Islands (Malvinas),2023-03-21,Basic,687.17
4628,Jack Moran,james42@example.org,Belarus,2020-06-03,Standard,1811.01
4629,Gerald Preston,kelly95@example.com,Norway,2022-09-14,Premium,14677.28
4630,Preston Miller,hayden46@example.org,Madagascar,2021-02-11,Standard,2825.23
4631,Jacob Martin,martinezrenee@example.com,Sao Tome and Principe,2022-05-11,Standard,2743.63
4632,Leroy Barrera DDS,gregory98@example.com,China,2024-03-25,Standard,1208.21
4633,Nicholas Morris,pbrooks@example.net,Sudan,2020-03-14,Standard,630.42
4634,David Smith,hstewart@example.com,Heard Island and McDonald Islands,2021-02-20,Standard,2633.9
4635,Miss Rebecca Robinson,timothy92@example.net,Ukraine,2021-11-22,Standard,2944.72
4636,Gerald Owens,jordansingh@example.org,Anguilla,2024-02-19,Premium,12799.66
4637,Anna King,rebecca37@example.net,Northern Mariana Islands,2022-02-05,Standard,512.62
4638,Veronica Case,jamie01@example.com,Norfolk Island,2023-03-01,Standard,578.06
4639,Jeffery Doyle,bwilson@example.com,Sudan,2023-08-10,Premium,11633.04
4640,Lori Allen,mgentry@example.org,Turkmenistan,2022-05-15,Standard,602.5
4641,Rebecca Flynn,sharper@example.net,Argentina,2022-05-08,Standard,2082.99
4642,Adam Jones,samuel59@example.org,Bosnia and Herzegovina,2024-07-30,Premium,5028.48
4643,Christopher Smith,christopherwilliams@example.com,Senegal,2022-03-29,Standard,1836.03
4644,Thomas Castillo,gmccormick@example.org,Northern Mariana Islands,2024-06-06,Premium,11130.8
4645,Timothy Brown,qoneal@example.net,Reunion,2021-10-30,Standard,1241.3
4646,Elizabeth Watson,wmontgomery@example.com,Niger,2021-12-05,Basic,10.09
4647,Mallory Hanna,frank01@example.com,Belize,2020-12-04,Basic,608.64
4648,Derrick Scott,mayjeffrey@example.com,Chile,2022-09-09,Standard,2909.59
4649,Ryan Lowery,higginsmichael@example.com,Chile,2021-05-18,Standard,352.27
4650,Tammy Morris,stephen57@example.net,Jordan,2024-06-18,Standard,2943.51
4651,Paul Burns,brittanyjohnson@example.com,Luxembourg,2023-03-19,Basic,32.89
4652,John Hoover,peterhamilton@example.com,Georgia,2020-09-30,Basic,599.14
4653,Ariana Wood,catherineblair@example.net,Bosnia and Herzegovina,2020-04-07,Premium,14271.85
4654,Raymond Roth,ashleyhester@example.com,Sri Lanka,2024-07-13,Premium,12462.15
4655,Alexander Anderson,katrina69@example.net,Hungary,2021-02-19,Standard,546.61
4656,Adrian Williamson,michaelrhodes@example.com,Andorra,2021-01-09,Basic,47.17
4657,Erin Miller,pedroalvarado@example.com,Georgia,2022-02-21,Basic,389.78
4658,Donna Garcia,walterdavid@example.com,Guatemala,2022-11-29,Premium,2084.61
4659,Amy Bailey,marcbrooks@example.com,Cayman Islands,2024-12-10,Standard,1745.24
4660,Margaret Ruiz,lgallagher@example.com,Argentina,2022-04-29,Premium,10982.84
4661,Miranda Butler,kiara57@example.org,Libyan Arab Jamahiriya,2021-11-18,Standard,1023.22
4662,Darlene Burnett,jessica25@example.org,Chile,2022-01-26,Basic,532.54
4663,Gary Meyers,robert90@example.org,Palestinian Territory,2020-02-25,Standard,884.24
4664,Frederick Jackson Jr.,ochapman@example.org,Nigeria,2023-06-04,Premium,787.43
4665,Michael Abbott,kmurphy@example.org,Solomon Islands,2020-11-24,Standard,2290.33
4666,Kathleen Gregory,thomaslori@example.net,Maldives,2024-09-23,Standard,683.2
4667,Andrew Smith,katherine59@example.net,Belize,2022-06-12,Basic,475.96
4668,Diane Perry,terry53@example.net,Mayotte,2022-10-30,Standard,465.37
4669,Michael Harris,christinabutler@example.com,Bulgaria,2020-11-06,Basic,765.37
4670,Nicole Johnson,dixondonald@example.com,Somalia,2020-12-16,Standard,1573.23
4671,Dennis Russell,rosetyrone@example.com,Comoros,2021-11-04,Premium,12064.83
4672,Joseph Curtis,wendy33@example.net,Madagascar,2020-12-15,Standard,1464.66
4673,Brian Best,castillolinda@example.com,Australia,2020-02-20,Premium,4813.77
4674,Christina Clayton PhD,bruceochoa@example.com,Finland,2023-03-12,Standard,267.92
4675,Matthew Wright,mccoysamantha@example.org,Cyprus,2024-05-11,Standard,2921.81
4676,Juan Williams,gabriellejones@example.net,Dominican Republic,2020-10-28,Premium,9542.03
